battles,battl,battl,es,Same
baubles,baubl,baubl,es,Same
baying,bay,bai,ying,Different
beaches,beach,beach,es,Same
beadles,beadl,beadl,es,Same
bearer,bearer,bearer,er,Same
beastliness,beastli,beastli,ness,Same
beauties,beauti,beauti,es,Same
beaver,beaver,beaver,er,Same
becomes,becom,becom,es,Same
bedchamber,bedchamb,bedchamber,er,Different
bedclothes,bedcloth,bedcloth,es,Same
bedevilment,bedevil,bedevilment,ment,Different
beer,beer,beer,er,Same
bees,bee,be,es,Different
beeswaxes,beeswax,beeswax,es,Same
beetles,beetl,beetl,es,Same
begrimes,begrim,begrim,es,Same
behaves,behav,behav,es,Same
beholder,behold,beholder,er,Different
behoves,behov,behov,es,Same
believer,believ,believer,er,Different
believes,believ,believ,es,Same
bellies,belli,belli,es,Same
bellower,bellow,bellower,er,Different
bencher,bencher,bencher,er,Same
benches,bench,bench,es,Same
benediction,benedict,benedict,tion,Same
beneficial,benefici,benefici,al,Same
bengal,bengal,bengal,al,Same
berries,berri,berri,es,Same
beseeches,beseech,beseech,es,Same
beseeltes,beseelt,beseelt,es,Same
besides,besid,besid,es,Same
bestowal,bestow,bestowal,al,Different
betimes,betim,betim,es,Same
betrayal,betray,betrayal,al,Different
betraying,betray,betraying,ying,Different
better,better,better,er,Same
betther,betther,betther,er,Same
betuloides,betuloid,betuloid,es,Same
bewilder,bewild,bewilder,er,Different
bewilderment,bewilder,bewilderment,ment,Different
bible,bibl,b,ible,Different
bible,bibl,b,ible,Different
bidder,bidder,bidder,er,Same
bifurcation,bifurc,bifurcat,tion,Different
bigger,bigger,bigger,er,Same
bigness,big,bigness,ness,Different
bindloes,bindlo,bindlo,es,Same
biographical,biograph,biographic,al,Different
bisection,bisect,bisecte,tion,Different
bishopgate,bishopg,bishopg,ate,Same
bishopgate,bishopg,bishopg,ate,Same
bishopric,bishopr,bishopr,ic,Same
bishopsgate,bishopsg,bishopsg,ate,Same
bishopsgate,bishopsg,bishopsg,ate,Same
bisness,bis,bisness,ness,Different
bites,bite,bit,es,Different
bitter,bitter,bitter,er,Same
bitterer,bitter,bitterer,er,Different
bitterness,bitter,bitter,ness,Same
bivalves,bivalv,bivalv,es,Same
blackberries,blackberri,blackberri,es,Same
blacker,blacker,blacker,er,Same
bladder,bladder,bladder,er,Same
blades,blade,blad,es,Different
blamelessness,blameless,blameless,ness,Same
blames,blame,blam,es,Different
blankness,blank,blank,ness,Same
blasphemer,blasphem,blasphemer,er,Different
bleakness,bleak,bleak,ness,Same
blemishes,blemish,blemish,es,Same
blessedness,blessed,blessed,ness,Same
blesses,bless,bless,es,Same
blinder,blinder,blinder,er,Same
blindness,blind,blind,ness,Same
blindnesses,blind,blindness,es,Different
blister,blister,blister,er,Same
blitheness,blith,blithe,ness,Different
bloodlessness,bloodless,bloodless,ness,Same
blotches,blotch,blotch,es,Same
blower,blower,blower,er,Same
blubber,blubber,blubber,er,Same
blues,blue,blu,es,Different
blunder,blunder,blunder,er,Same
bluntness,blunt,blunt,ness,Same
blushes,blush,blush,es,Same
bluster,bluster,bluster,er,Same
boarder,boarder,boarder,er,Same
boastfulness,boast,boastful,ness,Different
bobster,bobster,bobster,er,Same
bodies,bodi,bodi,es,Same
bodilessness,bodiless,bodiless,ness,Same
boer,boer,boer,er,Same
boffinites,boffinit,boffinit,es,Same
boiler,boiler,boiler,er,Same
bois,boi,bois,is,Different
bolder,bolder,bolder,er,Same
boldness,bold,bold,ness,Same
boles,bole,bol,es,Different
bolster,bolster,bolster,er,Same
bolter,bolter,bolter,er,Same
bones,bone,bon,es,Different
bonfires,bonfir,bonfir,es,Same
booker,booker,booker,er,Same
bookseller,booksel,bookseller,er,Different
border,border,border,er,Same
bores,bore,bor,es,Different
borrower,borrow,borrower,er,Different
bosomer,bosom,bosomer,er,Different
bosses,boss,boss,es,Same
botanic,botan,botic,ic,Different
botanical,botan,botanic,al,Different
bother,bother,bother,er,Same
botheration,bother,botherat,tion,Different
bottles,bottl,bottl,es,Same
boulder,boulder,boulder,er,Same
bouleversees,bouleverse,bouleverse,es,Same
boundaries,boundari,boundari,es,Same
boungites,boungit,boungit,es,Same
bourgeois,bourgeoi,bourgeois,is,Different
bower,bower,bower,er,Same
boxes,box,box,es,Same
braces,brace,brac,es,Different
brachiotis,brachioti,brachiotis,is,Different
brakes,brake,brak,es,Different
brambles,brambl,brambl,es,Same
branches,branch,branch,es,Same
branchial,branchial,branchial,al,Same
brasiliensis,brasiliensi,brasiliensis,is,Different
brasses,brass,brass,es,Same
brawler,brawler,brawler,er,Same
braying,bray,braying,ying,Different
breaches,breach,breach,es,Same
breaker,breaker,breaker,er,Same
breakwater,breakwat,breakwater,er,Different
breathes,breath,breath,es,Same
breathlessness,breathless,breathless,ness,Same
breeches,breech,breech,es,Same
breeder,breeder,breeder,er,Same
breezes,breez,breez,es,Same
brewer,brewer,brewer,er,Same
brewster,brewster,brewster,er,Same
bribes,bribe,brib,es,Different
brickmaker,brickmak,brickmaker,er,Different
bridal,bridal,bridal,al,Same
bridges,bridg,bridg,es,Same
brier,brier,brier,er,Same
brighter,brighter,brighter,er,Same
brightness,bright,bright,ness,Same
brilliance,brillianc,brilli,ance,Different
brilliance,brillianc,brilli,ance,Different
brisker,brisker,brisker,er,Same
briskness,brisk,brisk,ness,Same
bristles,bristl,bristl,es,Same
broader,broader,broader,er,Same
broadsides,broadsid,broadsid,es,Same
broker,broker,broker,er,Same
bronchial,bronchial,bronchial,al,Same
bronchitis,bronchiti,bronchitis,is,Different
brooker,brooker,brooker,er,Same
brooses,broos,broos,es,Same
brother,brother,brother,er,Same
browdies,browdi,browdi,es,Same
browner,browner,browner,er,Same
bruises,bruis,bruis,es,Same
brushes,brush,brush,es,Same
brutal,brutal,brutal,al,Same
brutes,brute,brut,es,Different
bubbles,bubbl,bubbl,es,Same
buckler,buckler,buckler,er,Same
buckles,buckl,buckl,es,Same
buffer,buffer,buffer,er,Same
builder,builder,builder,er,Same
bullies,bulli,bulli,es,Same
bullying,bulli,bullying,ying,Different
bumper,bumper,bumper,er,Same
bunches,bunch,bunch,es,Same
bundles,bundl,bundl,es,Same
burgomaster,burgomast,burgomaster,er,Different
burgomeister,burgomeist,burgomeister,er,Different
burial,burial,burial,al,Same
buries,buri,buri,es,Same
burlinghammer,burlinghamm,burlinghammer,er,Different
burying,buri,burying,ying,Different
bushes,bush,bush,es,Same
busier,busier,busier,er,Same
busies,busi,busi,es,Same
business,busi,busi,ness,Same
busying,busi,busying,ying,Different
butcher,butcher,butcher,er,Same
butler,butler,butler,er,Same
butter,butter,butter,er,Same
butterflies,butterfli,butterfli,es,Same
butther,butther,butther,er,Same
buttresses,buttress,buttress,es,Same
buying,buy,bui,ying,Different
bygones,bygon,bygon,es,Same
cabalistic,cabalist,cabalist,ic,Same
cabbages,cabbag,cabbag,es,Same
cables,cabl,cabl,es,Same
cabooses,caboos,caboos,es,Same
cachapual,cachapu,cachapual,al,Different
caciques,caciqu,caciqu,es,Same
cactornis,cactorni,cactornis,is,Different
cactuses,cactus,cactus,es,Same
cadesses,cadess,cadess,es,Same
caffer,caffer,caffer,er,Same
caffres,caffr,caffr,es,Same
cages,cage,cag,es,Different
cakes,cake,cak,es,Different
calais,calai,calais,is,Different
calamities,calam,calamiti,es,Different
calculate,calcul,calcul,ate,Same
calculate,calcul,calcul,ate,Same
calculates,calcul,calculat,es,Different
calculation,calcul,calculat,tion,Different
callousness,callous,callous,ness,Same
calmer,calmer,calmer,er,Same
calmness,calm,calm,ness,Same
calumnies,calumni,calumni,es,Same
calves,calv,calv,es,Same
cambric,cambric,cambr,ic,Different
campestris,campestri,campestris,is,Different
canal,canal,canal,al,Same
canaries,canari,canari,es,Same
cancer,cancer,cancer,er,Same
candidate,candid,candid,ate,Same
candidate,candid,candid,ate,Same
candidates,candid,candidat,es,Different
candles,candl,candl,es,Same
canelones,canelon,canelon,es,Same
canes,cane,can,es,Different
cangrejales,cangrejal,cangrejal,es,Same
canis,cani,canis,is,Different
canister,canist,canister,er,Different
cannibal,cannib,cannibal,al,Different
canoes,cano,cano,es,Same
cantal,cantal,cantal,al,Same
canter,canter,canter,er,Same
capabilities,capabl,capabiliti,es,Different
capacities,capac,capaciti,es,Different
capital,capit,capit,al,Same
capitulate,capitul,capitul,ate,Same
capitulate,capitul,capitul,ate,Same
caprices,capric,capric,es,Same
captivate,captiv,captiv,ate,Same
captivate,captiv,captiv,ate,Same
captivater,captivat,captivater,er,Different
captives,captiv,captiv,es,Same
caracter,caract,caracter,er,Different
carbonate,carbon,carbo,ate,Different
carbonate,carbon,carbo,ate,Different
carcasses,carcass,carcass,es,Same
cardinal,cardin,cardinal,al,Different
career,career,career,er,Same
carefulness,care,careful,ness,Different
carelessness,careless,careless,ness,Same
cares,care,car,es,Different
caresses,caress,caress,es,Same
cargoes,cargo,cargo,es,Same
caricatures,caricatur,caricatur,es,Same
carizal,cariz,cariz,al,Same
carnation,carnat,carnate,tion,Different
carpenter,carpent,carpenter,er,Different
carriages,carriag,carriag,es,Same
carrier,carrier,carrier,er,Same
carries,carri,carri,es,Same
carrying,carri,carrying,ying,Different
cartridges,cartridg,cartridg,es,Same
cascades,cascad,cascad,es,Same
casement,casement,casement,ment,Same
cases,case,cas,es,Different
castigate,castig,castig,ate,Same
castigate,castig,castig,ate,Same
castigation,castig,castigat,tion,Different
castles,castl,castl,es,Same
casual,casual,casual,al,Same
casualties,casualti,casualti,es,Same
cataleptic,catalept,catalept,ic,Same
catastrophes,catastroph,catastroph,es,Same
catches,catch,catch,es,Same
categories,categori,categori,es,Same
cathartes,cathart,cathart,es,Same
cathedral,cathedr,cathedral,al,Different
catholic,cathol,cathol,ic,Same
cauquenes,cauquen,cauquen,es,Same
causes,caus,caus,es,Same
